iter,res_pri,res_dual,gap,x_nrm_inf,y_nrm_inf,s_nrm_inf,x_nrm_2,y_nrm_2,s_nrm_2,x_nrm_inf_normalized,y_nrm_inf_normalized,s_nrm_inf_normalized,x_nrm_2_normalized,y_nrm_2_normalized,s_nrm_2_normalized,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,ax_nrm_inf,px_nrm_inf,aty_nrm_inf,b_nrm_inf,c_nrm_inf,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
131,3.4608354133115714e-02,7.7698616766285972e-03,1.1928863072054000e-02,1.7665936162447851e+00,8.3820754611705225e-02,1.7665604123368041e+01,1.7665936474488912e+00,9.3714452618550950e-02,1.7773862781379414e+01,1.7665936162447851e+00,8.3820754611705225e-02,1.7665604123368041e+01,1.7665936474488912e+00,9.3714452618550950e-02,1.7773862781379414e+01,2.9301838246660883e-02,6.5785049809591670e-03,3.2760451092618464e-02,6.6119382624590158e-03,5.0000000000002687e-01,nan,nan,4.3535847847254713e-02,5.5464710919308713e-02,8.4666951031406656e-01,0.0000000000000000e+00,3.4608354133115714e-02,7.7698616766285972e-03,1.1928863072054000e-02,2.9301838246660883e-02,6.5785049809591670e-03,3.2760451092618464e-02,6.6119382624590158e-03,5.0000000000002687e-01,nan,nan,4.3535847847254713e-02,5.5464710919308713e-02,8.4666951031406656e-01,0.0000000000000000e+00,1.7665604123368048e+01,3.5331872324895701e-02,4.1910377305854868e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.5687039907050032e-03,5.3530559860575592e-03,2.7993970088356773e-03,4.1990955132535160e-03,0.0000000000000000e+00,0,1,2.6548870000000002e-02,
132,3.5997508087048692e-02,5.0956868940561350e-03,6.4295116614785652e-03,1.7668128250473423e+00,7.9287969263188277e-02,1.7667909641337836e+01,1.7668128385716821e+00,8.8646644535201449e-02,1.7776111705258113e+01,1.7668128250473423e+00,7.9287969263188277e-02,1.7667909641337836e+01,1.7668128385716821e+00,8.8646644535201449e-02,1.7776111705258113e+01,3.0431123702019724e-02,4.3077281306472884e-03,3.4023030614710702e-02,4.3298592891944836e-03,4.9999999999999989e-01,nan,nan,4.3680806467669302e-02,5.0110318129147867e-02,8.4536750789614623e-01,0.0000000000000000e+00,3.5997508087048692e-02,5.0956868940561350e-03,6.4295116614785652e-03,3.0431123702019724e-02,4.3077281306472884e-03,3.4023030614710702e-02,4.3298592891944836e-03,4.9999999999999989e-01,nan,nan,4.3680806467669302e-02,5.0110318129147867e-02,8.4536750789614623e-01,0.0000000000000000e+00,1.7667909641337832e+01,3.5336256500946843e-02,3.9643984631594131e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.5050394881789826e-03,5.2575592322684364e-03,2.9579607677969327e-03,4.4369411516953991e-03,0.0000000000000000e+00,0,1,2.6715706999999998e-02,
133,3.6532812684646636e-02,2.3613372872284561e-03,9.0253277469123927e-04,1.7668337969004706e+00,7.4663240101985384e-02,1.7668234963070120e+01,1.7668337999030796e+00,8.3476040144213837e-02,1.7776410956015965e+01,1.7668337969004706e+00,7.4663240101985384e-02,1.7668234963070120e+01,1.7668337999030796e+00,8.3476040144213837e-02,1.7776410956015965e+01,3.0864256449149363e-02,1.9949441129833087e-03,3.4507287747641904e-02,2.0055530170425594e-03,5.0000000000000033e-01,nan,nan,4.3736711534115125e-02,4.4639244308806364e-02,8.4483657788879885e-01,0.0000000000000000e+00,3.6532812684646636e-02,2.3613372872284561e-03,9.0253277469123927e-04,3.0864256449149363e-02,1.9949441129833087e-03,3.4507287747641904e-02,2.0055530170425594e-03,5.0000000000000033e-01,nan,nan,4.3736711534115125e-02,4.4639244308806364e-02,8.4483657788879885e-01,0.0000000000000000e+00,1.7668234963070120e+01,3.5336675938009411e-02,3.7331620050992720e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4586434934707074e-03,5.1879652402060591e-03,3.0476985046384297e-03,4.5715477569576437e-03,0.0000000000000000e+00,0,1,2.6891829999999999e-02,
134,3.6219992675545952e-02,3.6488472200197128e-04,4.5157551117161882e-03,1.7666608535922359e+00,7.0049727956244881e-02,1.7666620730730173e+01,1.7666608536343247e+00,7.8317976757765487e-02,1.7774801001645333e+01,1.7666608535922359e+00,7.0049727956244881e-02,1.7666620730730173e+01,1.7666608536343247e+00,7.8317976757765487e-02,1.7774801001645333e+01,3.0608425408509499e-02,3.0835309372225644e-04,3.4221259948829651e-02,3.0931615502390497e-04,5.0000000000000033e-01,nan,nan,4.3703992467633415e-02,3.9188237355917227e-02,8.4506989503548069e-01,0.0000000000000000e+00,3.6219992675545952e-02,3.6488472200197128e-04,4.5157551117161882e-03,3.0608425408509499e-02,3.0835309372225644e-04,3.4221259948829651e-02,3.0931615502390497e-04,5.0000000000000033e-01,nan,nan,4.3703992467633415e-02,3.9188237355917227e-02,8.4506989503548069e-01,0.0000000000000000e+00,1.7666620730730173e+01,3.5333217071844718e-02,3.5024863978122461e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4294401252451504e-03,5.1441601878677284e-03,3.0682910988223538e-03,4.6024366482335308e-03,0.0000000000000000e+00,0,1,2.7042909000000000e-02,
135,3.5087420668922509e-02,3.0165338333842362e-03,9.6957439212600055e-03,1.7663023515898006e+00,6.5547851636576282e-02,1.7663148004421494e+01,1.7663023559767599e+00,7.3284726019227711e-02,1.7771362098495118e+01,1.7663023515898006e+00,6.5547851636576282e-02,1.7663148004421494e+01,1.7663023559767599e+00,7.3284726019227711e-02,1.7771362098495118e+01,2.9685511770298323e-02,2.5521212135078478e-03,3.3189411132628584e-02,2.5642371688977378e-03,5.0000000000000044e-01,nan,nan,4.3585709160691856e-02,3.3889965239431850e-02,8.4604428608202753e-01,0.0000000000000000e+00,3.5087420668922509e-02,3.0165338333842362e-03,9.6957439212600055e-03,2.9685511770298323e-02,2.5521212135078478e-03,3.3189411132628584e-02,2.5642371688977378e-03,5.0000000000000044e-01,nan,nan,4.3585709160691856e-02,3.3889965239431850e-02,8.4604428608202753e-01,0.0000000000000000e+00,1.7663148004421494e+01,3.5326047031796017e-02,3.2773925818288169e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4156894363956852e-03,5.1235341545935306e-03,3.0209235078369479e-03,4.5313852617554218e-03,0.0000000000000000e+00,0,1,2.7233868000000001e-02,
136,3.3184514333128246e-02,5.5310469887941433e-03,1.4518346051324515e-02,1.7657704025256458e+00,6.1253244722985503e-02,1.7657935517933602e+01,1.7657704177000022e+00,6.8483209521512933e-02,1.7766211580376289e+01,1.7657704025256458e+00,6.1253244722985503e-02,1.7657935517933602e+01,1.7657704177000022e+00,6.8483209521512933e-02,1.7766211580376289e+01,2.8131215702454915e-02,4.6887856890179200e-03,3.1451655300199395e-02,4.7115885512029089e-03,5.0000000000003664e-01,nan,nan,4.3387351753521881e-02,2.8869005702197366e-02,8.4772118163475418e-01,0.0000000000000000e+00,3.3184514333128246e-02,5.5310469887941433e-03,1.4518346051324515e-02,2.8131215702454915e-02,4.6887856890179200e-03,3.1451655300199395e-02,4.7115885512029089e-03,5.0000000000003664e-01,nan,nan,4.3387351753521881e-02,2.8869005702197366e-02,8.4772118163475418e-01,0.0000000000000000e+00,1.7657935517933602e+01,3.5315408050512913e-02,3.0626622361494993e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4142668177441580e-03,5.1214002266162422e-03,2.9082175568779095e-03,4.3623263353168643e-03,0.0000000000000000e+00,0,1,2.7437287999999997e-02,
137,3.0579382328783326e-02,7.8515315924040981e-03,1.8878191983102352e-02,1.7650805306198289e+00,5.7254866238723029e-02,1.7651136299956388e+01,1.7650805616543526e+00,6.4012886476221192e-02,1.7759500522195260e+01,1.7650805306198289e+00,5.7254866238723029e-02,1.7651136299956388e+01,1.7650805616543526e+00,6.4012886476221192e-02,1.7759500522195260e+01,2.5993937983666227e-02,6.6741774930373018e-03,2.9062106167195900e-02,6.7069272159584409e-03,4.9999999999996098e-01,nan,nan,4.3116533515588883e-02,2.4238341532486531e-02,8.5004784283033152e-01,0.0000000000000000e+00,3.0579382328783326e-02,7.8515315924040981e-03,1.8878191983102352e-02,2.5993937983666227e-02,6.6741774930373018e-03,2.9062106167195900e-02,6.7069272159584409e-03,4.9999999999996098e-01,nan,nan,4.3116533515588883e-02,2.4238341532486531e-02,8.5004784283033152e-01,0.0000000000000000e+00,1.7651136299956388e+01,3.5301610612396582e-02,2.8627433119359280e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4211053248504263e-03,5.1316579872756393e-03,2.7341381370360462e-03,4.1012072055540694e-03,0.0000000000000000e+00,0,1,2.7627308999999999e-02,
138,2.7355889105648019e-02,9.9282387549483112e-03,2.2686096714707699e-02,1.7642512746626808e+00,5.3633293192942078e-02,1.7642933736312358e+01,1.7642513248914422e+00,5.9963844718297625e-02,1.7751409852800172e+01,1.7642512746626808e+00,5.3633293192942078e-02,1.7642933736312358e+01,1.7642513248914422e+00,5.9963844718297625e-02,1.7751409852800172e+01,2.3333447122176776e-02,8.4683788967803292e-03,2.6087586957291832e-02,8.5101333950060136e-03,5.0000000000004197e-01,nan,nan,4.2782604057685289e-02,2.0096507342977590e-02,8.5295882842861970e-01,0.0000000000000000e+00,2.7355889105648019e-02,9.9282387549483112e-03,2.2686096714707699e-02,2.3333447122176776e-02,8.4683788967803292e-03,2.6087586957291832e-02,8.5101333950060136e-03,5.0000000000004197e-01,nan,nan,4.2782604057685289e-02,2.0096507342977590e-02,8.5295882842861970e-01,0.0000000000000000e+00,1.7642933736312358e+01,3.5285025493253616e-02,2.6816646596473287e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4317007984751477e-03,5.1475511977127518e-03,2.5038756952747362e-03,3.7558135429121078e-03,0.0000000000000000e+00,0,1,2.7820925999999999e-02,
139,2.3610334011579609e-02,1.1719671712551500e-02,2.5870738838323526e-02,1.7633037422498923e+00,5.0459219436172861e-02,1.7633537149522894e+01,1.7633038130621657e+00,5.6415122375430567e-02,1.7742145992583264e+01,1.7633037422498923e+00,5.0459219436172861e-02,1.7633537149522894e+01,1.7633038130621657e+00,5.6415122375430567e-02,1.7742145992583264e+01,2.0219362773465588e-02,1.0036465126913627e-02,2.2605934811598942e-02,1.0086106316994106e-02,4.9999999999995615e-01,nan,nan,4.2396214407191837e-02,1.6525475568868311e-02,8.5637766765811396e-01,0.0000000000000000e+00,2.3610334011579609e-02,1.1719671712551500e-02,2.5870738838323526e-02,2.0219362773465588e-02,1.0036465126913627e-02,2.2605934811598942e-02,1.0086106316994106e-02,4.9999999999995615e-01,nan,nan,4.2396214407191837e-02,1.6525475568868311e-02,8.5637766765811396e-01,0.0000000000000000e+00,1.7633537149522894e+01,3.5266074844997844e-02,2.5229609718084217e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4415875485733411e-03,5.1623813228600058e-03,2.2237079963636844e-03,3.3355619945455231e-03,0.0000000000000000e+00,0,1,2.7998216999999999e-02,
140,1.9447945310701445e-02,1.3193309335496384e-02,2.8379556060735084e-02,1.7622611241009756e+00,4.7792182043757250e-02,1.7623176973495660e+01,1.7622612149085275e+00,5.3433283921443017e-02,1.7731936092910498e+01,1.7622611241009756e+00,4.7792182043757250e-02,1.7623176973495660e+01,1.7622612149085275e+00,5.3433283921443017e-02,1.7731936092910498e+01,1.6729486313713959e-02,1.1349131460140896e-02,1.8704134313058691e-02,1.1405393368137525e-02,4.9999999999999983e-01,nan,nan,4.1968865960406256e-02,1.3589309899671172e-02,8.6021870415834500e-01,0.0000000000000000e+00,1.9447945310701445e-02,1.3193309335496384e-02,2.8379556060735084e-02,1.6729486313713959e-02,1.1349131460140896e-02,1.8704134313058691e-02,1.1405393368137525e-02,4.9999999999999983e-01,nan,nan,4.1968865960406256e-02,1.3589309899671172e-02,8.6021870415834500e-01,0.0000000000000000e+00,1.7623176973495653e+01,3.5245222482019514e-02,2.3896091021878618e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4467259295222282e-03,5.1700888942833425e-03,2.2789555988891319e-03,3.4184333983336979e-03,0.0000000000000000e+00,0,1,2.8153443000000000e-02,
141,1.4979376681564313e-02,1.4325952487013956e-02,3.0178912146554160e-02,1.7611481765480195e+00,4.5679533386983065e-02,1.7612099603756171e+01,1.7611482849216726e+00,5.1071270916882683e-02,1.7721022957088572e+01,1.7611481765480195e+00,4.5679533386983065e-02,1.7612099603756171e+01,1.7611482849216726e+00,5.1071270916882683e-02,1.7721022957088572e+01,1.2948009573435226e-02,1.2383196837471057e-02,1.4476314789759288e-02,1.2444696077312471e-02,4.9999999999995187e-01,nan,nan,4.1512472420343872e-02,1.1333560273789713e-02,8.6438907630721595e-01,0.0000000000000000e+00,1.4979376681564313e-02,1.4325952487013956e-02,3.0178912146554160e-02,1.2948009573435226e-02,1.2383196837471057e-02,1.4476314789759288e-02,1.2444696077312471e-02,4.9999999999995187e-01,nan,nan,4.1512472420343872e-02,1.1333560273789713e-02,8.6438907630721595e-01,0.0000000000000000e+00,1.7612099603756189e+01,3.5222963530960390e-02,2.2839766693489333e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4437808342664038e-03,5.1656712513996408e-03,2.4845331319695019e-03,3.7267996979541973e-03,0.0000000000000000e+00,0,1,2.8350757000000001e-02,
142,1.0317366624045256e-02,1.5103724205857986e-02,3.1253628573396988e-02,1.7599906806705132e+00,4.4155673990102229e-02,1.7600562007611607e+01,1.7599908026280378e+00,4.9367544317093982e-02,1.7709659726484755e+01,1.7599906806705132e+00,4.4155673990102229e-02,1.7600562007611607e+01,1.7599908026280378e+00,4.9367544317093982e-02,1.7709659726484755e+01,8.9636331912927858e-03,1.3121976618359149e-02,1.0021646570552122e-02,1.3187244719200823e-02,5.0000000000000000e-01,nan,nan,4.1038958412042775e-02,9.7853298386457871e-03,8.6879079884614052e-01,0.0000000000000000e+00,1.0317366624045256e-02,1.5103724205857986e-02,3.1253628573396988e-02,8.9636331912927858e-03,1.3121976618359149e-02,1.0021646570552122e-02,1.3187244719200823e-02,5.0000000000000000e-01,nan,nan,4.1038958412042775e-02,9.7853298386457871e-03,8.6879079884614052e-01,0.0000000000000000e+00,1.7600562007611597e+01,3.5199813613410263e-02,2.2077836995051114e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4302972532050469e-03,5.1454458798076115e-03,2.6312372082593072e-03,3.9468558123889608e-03,0.0000000000000000e+00,0,1,2.8526444999999997e-02,
143,5.5736850981647507e-03,1.5521771594834911e-02,3.1605997927828734e-02,1.7588148870594524e+00,4.3241558009791847e-02,1.7588826183789703e+01,1.7588150174748676e+00,4.8345531581447547e-02,1.7698104420446011e+01,1.7588148870594524e+00,4.3241558009791847e-02,1.7588826183789703e+01,1.7588150174748676e+00,4.8345531581447547e-02,1.7698104420446011e+01,4.8676268888991903e-03,1.3555518736293126e-02,5.4421723063422522e-03,1.3623035670050299e-02,5.0000000000000000e-01,nan,nan,4.0559911623987699e-02,8.9539136961589647e-03,8.7332290991860217e-01,0.0000000000000000e+00,5.5736850981647507e-03,1.5521771594834911e-02,3.1605997927828734e-02,4.8676268888991903e-03,1.3555518736293126e-02,5.4421723063422522e-03,1.3623035670050299e-02,5.0000000000000000e-01,nan,nan,4.0559911623987699e-02,8.9539136961589647e-03,8.7332290991860217e-01,0.0000000000000000e+00,1.7588826183789706e+01,3.5176297741189050e-02,2.1620779004895924e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.4047918137796824e-03,5.1071877206695657e-03,2.7171715295906118e-03,4.0757572943859177e-03,0.0000000000000000e+00,0,1,2.8702978000000001e-02,
144,8.5645193098543495e-04,1.5583727301505829e-02,3.1254405656323814e-02,1.7576469557779548e+00,4.2944479533389091e-02,1.7577153567028027e+01,1.7576470888731230e+00,4.8013387747503231e-02,1.7686614424417225e+01,1.7576469557779548e+00,4.2944479533389091e-02,1.7577153567028027e+01,1.7576470888731230e+00,4.8013387747503231e-02,1.7686614424417225e+01,7.5186514419012251e-04,1.3680699348864553e-02,8.4061078616092238e-04,1.3748927568433282e-02,5.0000000000000000e-01,nan,nan,4.0086298123205355e-02,8.8318924668815413e-03,8.7788364645873973e-01,0.0000000000000000e+00,8.5645193098543495e-04,1.5583727301505829e-02,3.1254405656323814e-02,7.5186514419012251e-04,1.3680699348864553e-02,8.4061078616092238e-04,1.3748927568433282e-02,5.0000000000000000e-01,nan,nan,4.0086298123205355e-02,8.8318924668815413e-03,8.7788364645873973e-01,0.0000000000000000e+00,1.7577153567028024e+01,3.5152939115559098e-02,2.1472239766694545e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.3667808455503626e-03,5.0501712683255007e-03,2.7417684845969514e-03,4.1126527268954272e-03,0.0000000000000000e+00,0,1,2.8879773000000001e-02,
145,3.7321273014574575e-03,1.5300991916891608e-02,3.0231684202090638e-02,1.7565124016820435e+00,4.3258143736800370e-02,1.7565799479154613e+01,1.7565125315556918e+00,4.8364074987971184e-02,1.7675441026505492e+01,1.7565124016820435e+00,4.3258143736800370e-02,1.7565799479154613e+01,1.7565125315556918e+00,4.8364074987971184e-02,1.7675441026505492e+01,3.2931269058738000e-03,1.3501176165238493e-02,3.6818278100334357e-03,1.3568594448371494e-02,5.0000000000005074e-01,nan,nan,3.9628243819078368e-02,9.3965596169877305e-03,8.8237260947336371e-01,0.0000000000000000e+00,3.7321273014574575e-03,1.5300991916891608e-02,3.0231684202090638e-02,3.2931269058738000e-03,1.3501176165238493e-02,3.6818278100334357e-03,1.3568594448371494e-02,5.0000000000005074e-01,nan,nan,3.9628243819078368e-02,9.3965596169877305e-03,8.8237260947336371e-01,0.0000000000000000e+00,1.7565799479154613e+01,3.5130248033640871e-02,2.1629071868402377e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.3167609519587919e-03,4.9751414279381422e-03,2.7057769626513961e-03,4.0586654439771497e-03,0.0000000000000000e+00,0,1,2.9057635999999998e-02,
146,8.0975965648093697e-03,1.4691896505546830e-02,2.8583311702202775e-02,1.7554355557921215e+00,4.4163022198567603e-02,1.7555007733589946e+01,1.7554356769395731e+00,4.9375759863914688e-02,1.7664824107890826e+01,1.7554355557921215e+00,4.4163022198567603e-02,1.7555007733589946e+01,1.7554356769395731e+00,4.9375759863914688e-02,1.7664824107890826e+01,7.1800812143840709e-03,1.3027200016556412e-02,8.0275748396665073e-03,1.3092336410393760e-02,5.0000000000005029e-01,nan,nan,3.9194879517311564e-02,1.0611567815108788e-02,8.8669287941404140e-01,0.0000000000000000e+00,8.0975965648093697e-03,1.4691896505546830e-02,2.8583311702202775e-02,7.1800812143840709e-03,1.3027200016556412e-02,8.0275748396665073e-03,1.3092336410393760e-02,5.0000000000005029e-01,nan,nan,3.9194879517311564e-02,1.0611567815108788e-02,8.8669287941404140e-01,0.0000000000000000e+00,1.7555007733589949e+01,3.5108711115842434e-02,2.2081511099286022e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.2561511391965411e-03,4.8842267087948104e-03,2.6112256217470931e-03,3.9168384326206951e-03,0.0000000000000000e+00,0,1,2.9230608000000002e-02,
147,1.2154672140634298e-02,1.3780798206453058e-02,2.6365549480185893e-02,1.7544390537747685e+00,4.5626986335519829e-02,1.7545005504022903e+01,1.7544391615538069e+00,5.1012521527338178e-02,1.7654987096080539e+01,1.7544390537747685e+00,4.5626986335519829e-02,1.7545005504022903e+01,1.7544391615538069e+00,5.1012521527338178e-02,1.7654987096080539e+01,1.0826811169800332e-02,1.2275287907733246e-02,1.2104742877613409e-02,1.2336751083505392e-02,5.0000000000004852e-01,nan,nan,3.8794242926605715e-02,1.2428693446419822e-02,8.9075304084963414e-01,0.0000000000000000e+00,1.2154672140634298e-02,1.3780798206453058e-02,2.6365549480185893e-02,1.0826811169800332e-02,1.2275287907733246e-02,1.2104742877613409e-02,1.2336751083505392e-02,5.0000000000004852e-01,nan,nan,3.8794242926605715e-02,1.2428693446419822e-02,8.9075304084963414e-01,0.0000000000000000e+00,1.7545005504022903e+01,3.5088781075495373e-02,2.2813493167762128e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.1871984393240932e-03,4.7807976589861433e-03,2.4613618637930879e-03,3.6920427956895763e-03,0.0000000000000000e+00,0,1,2.9402364000000000e-02,
148,1.5828289185929569e-02,1.2597152902444585e-02,2.3643591553157130e-02,1.7535433627161008e+00,4.7606207091293373e-02,1.7535998569375671e+01,1.7535434537203225e+00,5.3225357603532260e-02,1.7646132291178791e+01,1.7535433627161008e+00,4.7606207091293373e-02,1.7535998569375671e+01,1.7535434537203225e+00,5.3225357603532260e-02,1.7646132291178791e+01,1.4157915192489656e-02,1.1267763708675327e-02,1.5829030395041972e-02,1.1324272065706974e-02,5.0000000000000000e-01,nan,nan,3.8433228414837498e-02,1.4789636861680368e-02,8.9446907534866249e-01,0.0000000000000000e+00,1.5828289185929569e-02,1.2597152902444585e-02,2.3643591553157130e-02,1.4157915192489656e-02,1.1267763708675327e-02,1.5829030395041972e-02,1.1324272065706974e-02,5.0000000000000000e-01,nan,nan,3.8433228414837498e-02,1.4789636861680368e-02,8.9446907534866249e-01,0.0000000000000000e+00,1.7535998569375668e+01,3.5070867254322013e-02,2.3803103545646687e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.1128428550392922e-03,4.6692642825589331e-03,2.2605671040779596e-03,3.3908506561169949e-03,0.0000000000000000e+00,0,1,2.9531894000000000e-02,
149,1.9054320723242694e-02,1.1174598735648503e-02,2.0489777800597603e-02,1.7527663571631398e+00,5.0046302833260836e-02,1.7528167045278479e+01,1.7527664294733216e+00,5.5953467578855776e-02,1.7638436673325174e+01,1.7527663571631398e+00,5.0046302833260836e-02,1.7528167045278479e+01,1.7527664294733216e+00,5.5953467578855776e-02,1.7638436673325174e+01,1.7106322863954526e-02,1.0032175726630156e-02,1.9125450384430753e-02,1.0082583630359524e-02,5.0000000000004441e-01,nan,nan,3.8117574128485682e-02,1.7627796327888079e-02,8.9776608216151321e-01,0.0000000000000000e+00,1.9054320723242694e-02,1.1174598735648503e-02,2.0489777800597603e-02,1.7106322863954526e-02,1.0032175726630156e-02,1.9125450384430753e-02,1.0082583630359524e-02,5.0000000000004441e-01,nan,nan,3.8117574128485682e-02,1.7627796327888079e-02,8.9776608216151321e-01,0.0000000000000000e+00,1.7528167045278476e+01,3.5055327143262795e-02,2.5023151416632639e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,3.0365334419165673e-03,4.5548001628748520e-03,2.0142493714632170e-03,3.0213740571948255e-03,0.0000000000000000e+00,0,1,2.9672476999999999e-02,
150,2.1780023138658240e-02,9.5500739044672173e-03,1.6981902215338233e-02,1.7521229548163586e+00,5.2883711124497995e-02,1.7521661706499081e+01,1.7521230081119403e+00,5.9125786488419686e-02,1.7632048293644047e+01,1.7521229548163586e+00,5.2883711124497995e-02,1.7521661706499081e+01,1.7521230081119403e+00,5.9125786488419686e-02,1.7632048293644047e+01,1.9614648624972975e-02,8.6006035340781620e-03,2.1929843840106298e-02,8.6439241353776976e-03,5.0000000000000022e-01,nan,nan,3.7851876046268967e-02,2.0869973830930734e-02,9.0057978818939566e-01,0.0000000000000000e+00,2.1780023138658240e-02,9.5500739044672173e-03,1.6981902215338233e-02,1.9614648624972975e-02,8.6006035340781620e-03,2.1929843840106298e-02,8.6439241353776976e-03,5.0000000000000022e-01,nan,nan,3.7851876046268967e-02,2.0869973830930734e-02,9.0057978818939566e-01,0.0000000000000000e+00,1.7521661706499085e+01,3.5042459096327173e-02,2.6441855562249011e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,2.9619871530891097e-03,4.4429807296336643e-03,1.7885933805892179e-03,2.6828900708838269e-03,0.0000000000000000e+00,0,1,2.9847641000000001e-02,
151,2.3964261935191463e-02,7.7629825814496322e-03,1.3201630055608413e-02,1.7516248212376786e+00,5.6047253913506734e-02,1.7516600994735370e+01,1.7516248567633772e+00,6.2662734851396090e-02,1.7627083341077110e+01,1.7516248212376786e+00,5.6047253913506734e-02,1.7516600994735370e+01,1.7516248567633772e+00,6.2662734851396090e-02,1.7627083341077110e+01,2.1636321096757061e-02,7.0088694680024294e-03,2.4190142377680524e-02,7.0442936331178048e-03,4.9999999999996037e-01,nan,nan,3.7639619349597482e-02,2.4437989293989069e-02,9.0285781198978521e-01,0.0000000000000000e+00,2.3964261935191463e-02,7.7629825814496322e-03,1.3201630055608413e-02,2.1636321096757061e-02,7.0088694680024294e-03,2.4190142377680524e-02,7.0442936331178048e-03,4.9999999999996037e-01,nan,nan,3.7639619349597482e-02,2.4437989293989069e-02,9.0285781198978521e-01,0.0000000000000000e+00,1.7516600994735363e+01,3.5032496424753576e-02,2.8023626956751146e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,2.8928881751690894e-03,4.3393322627536300e-03,2.0225300769231153e-03,3.0337951153846729e-03,0.0000000000000000e+00,0,1,3.0036874999999998e-02,
152,2.5577566711731361e-02,5.8544145234535822e-03,9.2330234790027749e-03,1.7512801514863920e+00,5.9459860031460171e-02,1.7513068791801988e+01,1.7512801718820328e+00,6.6478144481483856e-02,1.7623623963272937e+01,1.7512801514863920e+00,5.9459860031460171e-02,1.7513068791801988e+01,1.7512801718820328e+00,6.6478144481483856e-02,1.7623623963272937e+01,2.3136460402045422e-02,5.2956730139977690e-03,2.5867349108853337e-02,5.3225840075730229e-03,4.9999999999999978e-01,nan,nan,3.7483218880461230e-02,2.8250195401458456e-02,9.0456065124575336e-01,0.0000000000000000e+00,2.5577566711731361e-02,5.8544145234535822e-03,9.2330234790027749e-03,2.3136460402045422e-02,5.2956730139977690e-03,2.5867349108853337e-02,5.3225840075730229e-03,4.9999999999999978e-01,nan,nan,3.7483218880461230e-02,2.8250195401458456e-02,9.0456065124575336e-01,0.0000000000000000e+00,1.7513068791801985e+01,3.5025603029727841e-02,2.9729930015730072e-02,1.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,2.8325400391175921e-03,4.2488100586763897e-03,2.2067650400027505e-03,3.3101475600041258e-03,0.0000000000000000e+00,0,1,3.0260276000000003e-02,
